Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.0684187472255856	0.637016213833334
COX5B	1329	0.0684187472255856	-1.67032084383334
		0.06844296275292	0.651478553055553
		0.0684535797967196	0.990404309166666
ATP6V0A2	23545	0.0684709620785141	0.810434693055555
ORMDL3	94103	0.0684709620785141	0.790499056444443
TSC2	7249	0.0685072775411351	-0.306227826500001
ABCA11P///ZNF141	79963///7700	0.0685392698682056	1.0485365355
		0.0685625193336524	0.887367416277779
		0.0685673300002324	-0.398687469611111
SFTPB	6439	0.0685743260381678	-0.3207688125
IL1B	3553	0.0686390540641251	-1.54159697483334
KXD1	79036	0.0686412297589887	-0.394868674944444
BACH1	571	0.0686635776122225	-0.89288333711111
		0.0687414500734501	0.6792378765
FBL	2091	0.0687605822372894	0.672971892000003
BCAP29	55973	0.0687862605258627	-0.3503670775
TRIM74///TRIM73///TRIM50	378108///375593///135892	0.0687950877942267	0.567580848166667
CNTLN	54875	0.0688090628246477	-0.595698822333329
MLXIPL	51085	0.0688090628246477	-0.405505530833334
TMEM60	85025	0.0688090628246477	-1.04183291833333
ADAM10	102	0.0688833867791771	-0.490762225444445
JAM3	83700	0.0689090879868382	1.15983351966667
		0.0689424113054697	-0.509625106388889
SLC38A9	153129	0.0691010086694192	-0.62627841877778
ECRP///ECRP	643332///643332	0.0691327771663373	1.477589097
AVIL	10677	0.0691327771663373	-1.00881128611111
MIR28	407020	0.0691485855180859	-0.405394774944445
WDR24	84219	0.0691592792512971	-0.358820546611112
SLC25A45	283130	0.0691773912592873	-0.427021788388889
EIF3I	8668	0.0692025585749554	0.408556557888884
HSPC102	105372274	0.0692314184060931	-1.14488519461111
FAM227A	646851	0.069257303514224	0.996611798611112
MTRF1L	54516	0.0692922751667182	-0.438332571333333
CTSA	5476	0.0693097285513391	-0.841886988055556
		0.0693097285513391	0.55838395416667
		0.0693097285513391	-0.613749266666667
PPP2R1B	5519	0.0693467778363614	0.523236184277776
FAM169B	283777	0.0693467778363614	-0.428983190277777
CPNE3	8895	0.0693946634093638	-1.21282523816667
PNP	4860	0.0693979964631833	0.83875822411111
ZNF544	27300	0.0694662811276109	0.964814997166664
		0.0694900939484977	-0.270816757222223
GALK1	2584	0.0695193034879241	-0.533102328555557
		0.0695406860151307	0.867895668777778
C1orf131	128061	0.0696228837956731	0.489581214333335
RECQL5	9400	0.0696388841000229	0.471443276555558
ZDHHC15	158866	0.0696388841000229	0.965843393611112
ADAM33	80332	0.0696388841000229	-0.401309206388889
MAGEA10-MAGEA5///MAGEA5	100533997///4104	0.069645563595272	-0.589974235333335
H2AFZ	3015	0.069658816010948	0.757002464277779
		0.0697871883568889	-0.668949542666667
		0.0698005799023429	-0.693507689833333
		0.0698171730387876	1.08705559033333
PRMT9	90826	0.069829472669432	0.540821302722223
ZP1	22917	0.0698670998451441	-0.384831781444444
		0.0698914160175481	-0.592513634722221
LINC01551	387978	0.0699041667395076	-0.344873511666667
NSL1	25936	0.0699067055995865	-0.419999923166667
		0.0699355833830533	-0.35058842561111
FAM103A1	83640	0.0699387716814879	-0.67695111516667
SYT8	90019	0.0700037339912896	-0.378707795166667
AK1	203	0.0700479349191512	0.869752569111113
WDR48	57599	0.0702475634888443	0.97357136738889
CD3G	917	0.0702622864106176	1.22938121611111
		0.0702922078853855	1.22937218694444
		0.0703099152293284	-0.420470400222222
DGCR6	8214	0.0703099152293284	-0.593418343555557
		0.0703143115357902	-1.35881946377778
TWF2	11344	0.0703283152125789	-0.475552865444445
BMP2K	55589	0.0703283152125789	-0.822312648
NECAB2	54550	0.0703766000052455	-0.374939045722223
ADAMTS9	56999	0.0705201975861377	-0.351036301055555
PRDM16	63976	0.0705233486128319	0.860037808277777
SAP130	79595	0.0706408221641039	-0.683825393888885
		0.0707934520309633	-0.586805594555556
		0.0707934520309633	1.01372699294444
GSPT1	2935	0.0708148810758069	0.594041857388893
FAM99A	387742	0.0708148810758069	-0.488382046722223
GPX3///GPX3	2878///2878	0.0708814908903189	-0.747030733833335
HS3ST3B1	9953	0.0708814908903189	0.797326108833334
CARMIL3	90668	0.0708943887534493	-0.306675942722222
ZBTB9	221504	0.0708943887534493	0.564387678222221
HMGN2P46	283651	0.0710270493378196	-0.395233988888889
		0.0710611586436944	0.791943072944444
ATXN7L3B	552889	0.0710628804685423	0.682918505666668
		0.0710858046594891	0.450365407666667
CHRNA3	1136	0.0711152312961459	-0.457434589055555
TTC19	54902	0.071126135372626	0.472002801111109
CTIF	9811	0.0711504287097296	-0.417411801666667
		0.0711504287097296	1.17146095638889
SLC8A2	6543	0.0711584901235837	-0.40568779683333
TNFAIP8L2-SCNM1///SCNM1	100534012///79005	0.0711584901235837	-0.529955086833334
KDF1	126695	0.0712035809927367	-0.374846816833333
ATP6V1G1	9550	0.0712035809927367	-0.404039075555556
SLC25A6	293	0.0712581945375356	-0.719641820055557
WDR55	54853	0.071298382597927	-0.346916373999998
IL3RA	3563	0.0712998496270278	1.2079571115
HIST2H2AC	8338	0.0713090009318084	0.757748183611113
KMT2B	9757	0.0714024898163941	-0.301307957055555
YTHDC1	91746	0.0714113549568291	0.49469767361111
ZNF566	84924	0.0714601150252071	1.0277275675
CARD11	84433	0.0715362405021127	0.786662141111112
ELK4	2005	0.0716003774920175	-0.549433109055556
		0.0716550857108441	0.900670305999999
		0.0716980850653109	-0.898948498111111
DHX37	57647	0.0717002263392202	0.37892456511111
FLJ37201	283011	0.0717192179039363	0.305828046388889
SNORA29	677812	0.0717916985621634	1.3281961585
		0.0718300812656318	-0.946859602888889
		0.0718768411803022	0.872912558611114
SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2	100996712///653464///647135///23380	0.0718833505132184	-0.856626432666667
PTPRU	10076	0.0718884182708804	-0.455919912222224
		0.0718884182708804	-0.628531345666669
LOC442028	442028	0.0719759358465759	-0.355437087666666
LMAN2L	81562	0.0720116797195886	0.851038889722222
		0.0720254562468712	-0.524579157277778
ZNF667	63934	0.0720345454868103	1.07295018266667
		0.0720457625888568	-0.379357094611111
ARMCX6	54470	0.0721005577896764	0.42856704061111
IFIT1	3434	0.0721033086248627	-1.73178560838889
MAPKAPK3	7867	0.0721179098672395	-0.454655646777777
		0.0721716975432901	1.52178743333333
		0.0721971355066763	1.12618742138889
		0.0721971355066763	1.42042356205556
		0.0721971355066763	-1.07895136677778
OGDHL	55753	0.0722201446697166	-0.538997532277777
ARNT	405	0.0722507206193022	-0.443691978444443
BCL2L11	10018	0.0722826570408124	-1.416686152
		0.0722826570408124	-0.703525910166666
PABPC1L	80336	0.0722826570408124	0.530812732833333
		0.0723978368934445	0.854858808999999
CHRDL2	25884	0.0724167182794972	-0.337073220722222
LOC554223	554223	0.0724167182794972	-0.448664702166669
TMSB4Y	9087	0.0724167182794972	0.585787510944444
TSPAN4	7106	0.0724167182794972	-0.817441614500002
FUT10	84750	0.0724434446414877	0.621158193833335
CCNYL1	151195	0.0724572987986033	-0.595323637222221
SPA17	53340	0.0724700832060764	-1.03344094655556
SMARCA5	8467	0.072477310985692	0.545726369055558
PARD6B	84612	0.072527053439163	0.657661306166665
P2RY2	5029	0.0725717268473078	-1.00190063655556
		0.0725863875916024	-0.343881657222225
		0.0726518096425672	-0.682116803444444
NMNAT2	23057	0.0727490431895303	-0.281665318777778
UGP2	7360	0.0727490431895303	0.781580641833335
CEL	1056	0.0727490431895303	0.43847942111111
		0.0728971520779209	0.457991192055557
LOC101927181	101927181	0.0729842654409149	0.693619786555557
SPTBN5	51332	0.0730154415229322	-0.373078133277778
B3GLCT	145173	0.0730294626026886	0.708109462055558
TMEM104	54868	0.073054437286962	-0.497295505000001
C7orf34	135927	0.073054437286962	-0.439524624999998
LINC01366	257358	0.0730656546138407	-0.478394046777779
METTL16	79066	0.0730656546138407	0.695012104055556
MIR192	406967	0.0730951028107538	-0.44503691288889
		0.0731066005444353	-0.5017151355
IGFL1	374918	0.0731066005444353	-0.366684281722219
		0.0731066005444353	-0.449939078055557
ZNF618	114991	0.0731066005444353	0.596238113333333
ZRSR2	8233	0.073109240828796	-0.504956429888887
SERPINB1	1992	0.0731399104497944	0.372153547222224
CHIC1	53344	0.0731854073637367	0.628970788999998
		0.0732617805045153	0.451160178
ITGA2	3673	0.0732617805045153	1.40526960227778
DLC1	10395	0.0732746207525182	0.403721406111112
SOCS1	8651	0.0732919881880985	0.883657001277778
		0.0733805460211872	-0.348164396666667
DDX60	55601	0.0733849835874359	-0.910390068277779
PMM1	5372	0.0734051900423081	-0.574392687611112
SNORD56B	319139	0.0734307734796404	-1.42974642688889
C3orf38	285237	0.0734375340514585	-0.611200898777777
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.0735522071152319	0.615278257500002
		0.0735660478107954	-0.763974891444445
LOC100131506	100131506	0.0736686663949247	-0.453253242666666
THEMIS	387357	0.0736753790915151	0.686277731222222
		0.0737516494625644	-0.45135230438889
GLCE	26035	0.0738367027871094	-0.852578183777778
SLC25A36	55186	0.0739048091047571	0.570260952
		0.0739597989946125	0.984405313277777
		0.0739971955703104	-0.496097927222223
ACY3	91703	0.0739971955703104	1.39706211416667
		0.0740663129199211	0.392275096222219
ZFHX4	79776	0.0740680099526489	-0.248235524666665
MRPS31P5	100887750	0.0740855055141671	0.741932622555557
		0.0740855055141671	-0.835562339055556
SETMAR	6419	0.0740855055141671	0.805145576166665
MIF4GD	57409	0.074126246209786	-0.468175926944444
CA4	762	0.0741501729557598	-0.382193387388888
LOC100287728///ZNF75D///ZNF75D	100287728///7626///7626	0.0741501729557598	0.518064643833332
LINC00174	285908	0.0741676612881373	0.534464407611112
		0.0741676612881373	0.955722585888887
CNN1	1264	0.0741676612881373	-0.43587336111111
		0.0741693994566194	-0.441718010944444
MYEF2	50804	0.0741740753626444	1.86115652205556
		0.0741740753626444	0.539935902777781
		0.0741773322042949	1.02782998588889
		0.0742353688399271	-0.493367321555554
MT1H	4496	0.0742399095521981	-0.625871851888891
		0.0742990885541968	0.6281016995
SOX30	11063	0.0743063997842887	-0.365300619222224
ABO	28	0.0743063997842887	0.714161298833334
ZNF572	137209	0.0743063997842887	0.643442948000001
CD81	975	0.0743752192600061	0.811156486499996
		0.0744040053003088	-0.748497431333335
BCAR1	9564	0.0744823425874912	-0.453194852277777
		0.0744823425874912	0.801226503222223
NDRG4	65009	0.0745886802635986	-0.270563240833333
		0.0745963440604242	1.19602964172222
TNFAIP8	25816	0.074597282943463	-0.806143360777779
		0.0746177245061411	-0.776503583499999
B3GNT2	10678	0.0746177245061411	1.15460107483333
		0.0746353336663169	0.613098002722224
		0.0747127332446976	-1.51235326527778
APOBEC3H	164668	0.0747164977235571	0.767024626388889
PARK7	11315	0.0747506810950673	0.473947496166666
COMMD7	149951	0.0748428220329205	0.629768322666664
TRIM14	9830	0.0748428220329205	-0.716220791388889
PYM1	84305	0.0748428220329205	-0.405253765666664
TAS2R13	50838	0.0748733675450031	0.738745160333333
ARPP19	10776	0.074957289025806	0.388465622055556
DVL3	1857	0.074957289025806	-0.428603858277777
		0.0749929945534968	0.864991886444443
		0.0749954581612828	0.491539943833336
		0.0750074556311291	-0.437674841111114
		0.0751011016807279	0.975612861555555
RBL2	5934	0.0751011016807279	-0.455824748722222
MTSS1	9788	0.0751260144782872	-1.54616792533333
		0.0751260144782872	-0.461853876
GALE	2582	0.0751260144782872	-0.41035951522222
		0.0751260144782872	-0.471078913166666
MLF1	4291	0.0751260144782872	0.402220197111112
		0.0751260144782872	-0.957102772000001
		0.0751758084679282	-0.990047941944445
KLRC4-KLRK1///KLRC4	100528032///8302	0.0751758084679282	0.823921738833335
MTCH2	23788	0.0751758084679282	0.451020365333335
GLRX5	51218	0.0751758084679282	1.10484023444445
SNX16	64089	0.0751758084679282	-0.755984636444445
		0.0751758084679282	-0.509664454444444
ZSCAN22	342945	0.0752197922589001	-0.449731144777778
HOXA10-HOXA9///HOXA9	100534589///3205	0.0752686122514763	2.73632885805556
		0.0753053300802283	0.832418466722222
PPEF2	5470	0.075358294828978	-0.416998353277778
PSMC5	5705	0.0753613706461953	1.337992078
AK9	221264	0.075369357851366	0.780672646055555
TEAD3	7005	0.075369357851366	-0.416045281000002
MIR148B	442892	0.0753758478408282	0.557844289333334
CC2D2A	57545	0.075413614991376	-0.495929407722222
C2	717	0.075413614991376	-1.11924630172222
RAD51B	5890	0.075413614991376	0.568960296777777
ACAT1	38	0.0754181562828649	0.810086259555556
CCDC116	164592	0.0754455607290252	-0.416692541
OVGP1	5016	0.0754806196211304	0.6331091095
ECHDC1	55862	0.0755325321166806	-0.702551449555555
DNAJB8	165721	0.0755555925863863	-0.464896600499999
ITIH5	80760	0.0755555925863863	-0.328213246388888
PIRT	644139	0.0756543774873236	-0.474936311444445
ADGRE1	2015	0.0756879670470917	-1.44204018155556
NT5DC1	221294	0.0757087811375525	-0.915496009944445
MYOG	4656	0.0757422220976198	-0.436719893444444
PODXL	5420	0.0757526150106291	-0.446621813166668
OTUB2	78990	0.0757528427473036	-0.442716645499998
KIAA2012	100652824	0.0757528427473036	-0.276131289277778
RAB30	27314	0.0757814276596628	1.03763855438889
		0.0757916678115621	-0.358720336888891
FAM92B	339145	0.0758049407676196	-0.360635475611108
		0.0758390846500149	-0.690118653277778
NAA25	80018	0.0758840550747162	0.514739458222222
UQCRB	7381	0.0759504053227205	-0.891781831777779
C11orf71	54494	0.0759956947376466	-1.01747194472222
LDLRAD1	388633	0.0760152968651837	-0.33908306977778
		0.076095167258795	0.446170190111111
MAP2K6	5608	0.0761422897666002	-0.977477475722222
DDC	1644	0.0761603503346241	-0.372040429222223
		0.0761628358315153	-0.715462753444444
KLRC4-KLRK1///KLRK1	100528032///22914	0.0761929306594331	1.46975986572222
RPS3A	6189	0.0761929306594331	-1.00525391061111
CXCL11	6373	0.0761929306594331	-1.00457073088889
JOSD1	9929	0.076204159765575	0.590577390277774
LEFTY1	10637	0.0762102191165842	-0.444762204444445
CETN3	1070	0.0762102191165842	0.782210135000001
CREBZF	58487	0.0762102191165842	0.871732379222223
		0.0762452723106494	0.503235044944446
PDZD11	51248	0.0763179007251817	-0.376445207944446
TRIM45	80263	0.0763306881687895	0.690166479444446
		0.0764874140239598	-0.720024917277779
TMEM50A	23585	0.0765205248155873	-0.776475846499999
NFKBIL1	4795	0.0765341447146657	-0.387781837055556
FLI1	2313	0.0765692746531022	-0.528238760277777
		0.0766278835718003	-0.487351373444445
NFIA	4774	0.0766321281618181	-1.60422805633333
EIF3J-AS1	645212	0.0766836358021354	0.422440056055557
		0.0766836358021354	-0.446587039444444
		0.0766856582014807	-0.900809726388887
		0.0766912465231367	1.15550823972222
MGC40069///TRAV8-3	348035///28683	0.0766912465231367	0.428386774055555
PTPN2	5771	0.0766912465231367	-0.619767319888889
SRSF12	135295	0.0767433297707766	0.519906235222222
VTRNA1-1	56664	0.0768270290644054	-1.35983089116667
POLR3F	10621	0.0768270290644054	-0.724082588277779
		0.0768520989800993	0.5282312305
SRP68	6730	0.0768958565858743	0.436149207999998
KMT2A	4297	0.0768958565858743	0.497232822666668
		0.0768958565858743	1.33568718911111
		0.0768958565858743	0.502158832166664
BCL11A	53335	0.0768958565858743	0.882418527388889
BAG2	9532	0.0769139332485005	1.18116463194445
ADAMTS17	170691	0.0769303021301235	-0.347478352055555
MRM1	79922	0.0770342407196206	0.557653959666665
OR13H1	347468	0.0770514643999409	-0.304288511222222
LGALS9	3965	0.0770521935125872	-1.09048210116667
		0.0770653720049673	0.758607762833335
		0.0771001780988218	0.534546081611112
CISD2	493856	0.0771058901839263	0.3626419615
		0.077210894714455	-0.641882759166666
GAK	2580	0.077251204619567	-0.401722705277779
SNX29P2	440352	0.0772974785204857	-0.5903533385
KIF2A	3796	0.0774523741748237	0.747545077499999
		0.0774523741748237	-0.571769633333333
TAS2R45	259291	0.0774523741748237	0.972110309277777
MED10	84246	0.0774523741748237	-0.575089800944445
WDYHV1	55093	0.0774523741748237	0.573184265000002
		0.0775156342470512	-0.259666753222223
BAIAP2	10458	0.0775373530760743	-0.568666980666666
PI3	5266	0.0775373530760743	-0.436596211944444
		0.0775448616808861	-0.369499066777777
RAB35	11021	0.0775562726939461	-0.384260587666664
CDK5R1	8851	0.0775851717600253	-0.494888067444445
FCRL5	83416	0.0776146355081405	0.540238130944445
		0.0776146355081405	0.443284570277777
TMEM236	653567	0.0776152545376424	0.654119263111114
CH25H	9023	0.077663306648727	-0.817142195833335
		0.0777475978177258	-0.507640562777778
ABCA7	10347	0.0778809039790068	-0.536983400111112
		0.0779036742355355	-0.229479479777777
ACTL6A	86	0.0779036742355355	0.742665361222223
KIF3A	11127	0.0779036742355355	0.748050990666665
KLF4	9314	0.0779722295161011	-2.03948799477778
KLHL5	51088	0.0780537791155155	-0.92111567011111
CXorf38	159013	0.0781297369552675	-0.566739282277779
BCL6	604	0.078189277684058	-2.13890120616667
WDR7	23335	0.0782218032138579	-0.492381737611114
CCT8	10694	0.0782218032138579	0.632157200555554
		0.0782358425621798	-0.651838614777779
		0.0782409518423048	0.822557691000001
MS4A3	932	0.0782409518423048	2.24885647344444
		0.0782409518423048	-0.7157617905
		0.0783115764148925	0.448588117222222
		0.0783558148739212	-0.652012532166665
AFF1	4299	0.0784659927074827	0.530227663000005
USP40	55230	0.0784901525965665	0.628943903222223
WDR92	116143	0.0785128893326499	0.769246691833334
		0.078515756562534	0.758711901555555
ATOX1	475	0.0785737502149246	-0.367934651166666
SLC12A4	6560	0.0785737502149246	-0.484897099333333
OR2AK2	391191	0.0785985394796049	0.867509381499999
PAPSS2	9060	0.0786150035497848	-1.17824018511111
ZEB2	9839	0.0787112308511448	-1.04808591377778
		0.0787237691219175	-0.405981573611109
BCAT2	587	0.0787237691219175	0.351260095499997
OCLN///LOC647859	100506658///647859	0.0787871813658564	2.09700240838889
RFXANK	8625	0.0787871813658564	0.560247165611111
SLC25A10	1468	0.0787871813658564	0.550794186277777
CMTR1	23070	0.0787871813658564	0.632487796444448
TMED3	23423	0.078787579133434	0.570373201666666
NDFIP2	54602	0.0789529256688463	0.84269467388889
H2AFV	94239	0.0789529256688463	0.556433654999999
FBXL2	25827	0.0789847928842276	0.916716646111111
CARD6	84674	0.079002387003212	-0.790761976166667
AHSA2	130872	0.0790038715853158	0.708995323944443
COX11	1353	0.0790038715853158	0.646627221611111
ISCU	23479	0.0790724129448377	-0.416679285166664
		0.0791162318708091	-0.285870088722221
DHTKD1	55526	0.0791189923200888	0.53361477794444
		0.0792004313148432	-0.452113218166667
		0.0792519395760007	0.941470355944444
		0.0792667952119918	0.774766579166668
		0.079277930176279	-0.367903128222222
NEGR1	257194	0.0792852599774808	1.81464171705556
DNMT1	1786	0.0793012384519978	0.54389027238889
		0.0793169113060817	0.90492324238889
FBXO5	26271	0.0793277051619879	1.08863888022222
		0.0793277051619879	0.536344920722221
CLCNKB	1188	0.0793435465734214	-0.44008344877778
RAB11B	9230	0.0793435465734214	-0.366054195555558
		0.0793583779463365	-0.454722625611112
FAM98B	283742	0.0793583779463365	0.78811826172222
MUC1	4582	0.0793856069760941	0.636754872333332
		0.0793900765346048	-0.428729698888889
SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	727905///727830///647060///645961///642943///441452///389730///26165	0.0794165092573574	-0.251389335277779
TMEM81	388730	0.0794461391539579	-0.460208662111111
		0.0794657123009917	-0.601285113722222
COL22A1	169044	0.0794657123009917	-0.38991313588889
RAB12	201475	0.0794657123009917	-0.627537927833336
		0.0794657123009917	0.574268145000001
CBX4	8535	0.0794944142518176	-0.616936071833335
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	729857///729540///727851///653489///400966///285190///84220///5903	0.0795175792441291	0.635529748944441
		0.0795412601207038	-0.3469948315
RAPSN	5913	0.0795890086286163	-0.43952188788889
		0.0796249060964884	1.10017643016667
HCP5	10866	0.0796642820055684	-1.51280012138889
MT1X	4501	0.079688163346587	-1.0062401585
APOBEC3G	60489	0.0797161214046801	-0.976287362611112
TSPEAR	54084	0.079765550182979	-0.331812965722224
		0.0797739142985183	0.454509596555555
SAFB	6294	0.0797739142985183	0.563432156333331
FLJ38773	284808	0.0797820074517809	0.348484279388889
		0.0797937030597359	0.6254369165
		0.0797937030597359	-0.261829076833334
ADAMTS8	11095	0.0797937030597359	-0.350804967500001
MTG1	92170	0.0797937030597359	0.373180604166666
NTN5	126147	0.0797957606304791	0.384315433888887
FBXL8	55336	0.0797988005395077	-0.458484350611112
ANXA8L1///ANXA8	728113///653145	0.0797988005395077	-0.516426695722223
WDR45	11152	0.0797988005395077	-0.560835264111113
MYADML	151325	0.0797988005395077	-0.415464328222223
SKA2	348235	0.0798188188297464	1.18020981855556
GNB4	59345	0.0798188188297464	-0.632914384388888
UBE2J2	118424	0.0798188188297464	-0.408763762944448
ABL2	27	0.0799759225975693	0.510135212888891
TRAPPC3L	100128327	0.0799816075214957	-0.453033648
ARHGAP30	257106	0.0799968171297808	-0.853876467166665
DGAT1	8694	0.0800271831649368	-0.518256557000002
CPSF3L	54973	0.0800832265444922	-0.336732147277779
TXNRD1	7296	0.0800832265444922	0.937328813666666
PEF1	553115	0.0800832265444922	-0.669499004444444
		0.0801584598229881	0.394812354000001
ATF4	468	0.0801584598229881	-0.702690592833333
		0.0801584598229881	-0.707319303500001
		0.0801776409388652	0.565752183444444
NYNRIN	57523	0.0801904875747547	1.02521430255556
		0.0802143938181721	0.377478232444444
		0.0802339880074334	0.575416856722221
RALY	22913	0.0802741880144063	0.41791173872222
CCDC26	137196	0.0803618838496945	0.877813187111111
		0.080384800781069	-0.299227789777778
		0.080384800781069	-0.400295396444445
		0.0803883679719677	-0.699324488555555
DDIAS	220042	0.0803893080077981	-1.08424336738889
SPRY1	10252	0.0804088628779727	0.769421740666669
DYX1C1-CCPG1///DYX1C1	100533483///161582	0.0804520425236339	0.549437055833334
MIB1	57534	0.0804644023703323	0.690403405000001
ALPI///ALPI	248///248	0.0804644023703323	-0.362169302666667
ZSCAN2	54993	0.0805774800745057	0.450724039777778
PIKFYVE	200576	0.0805901724658666	0.397591944888891
IL2RA	3559	0.0805938986308865	1.64748271361111
		0.0805938986308865	0.998064413944445
GPR50	9248	0.0806444756507861	-0.258786087166668
		0.0806444756507861	0.82076714188889
RPS25	6230	0.0806444756507861	0.653888737333336
ZNF584	201514	0.080663003185135	0.533163665777779
DMC1	11144	0.080688812379127	0.862869031000003
		0.0807776385683676	0.67574567838889
		0.0807898920319224	0.58508362788889
		0.0808290527863687	-0.257339757777773
SCAMP3	10067	0.0809010008325186	0.338347327722222
LOC157740	157740	0.0809820266098993	-0.63324066411111
PRKCB	5579	0.0809985187737454	-0.695491366999999
SRCAP	10847	0.0810450234485117	-0.36098471261111
ACTR6	64431	0.0811091949475361	0.849779533777778
OXTR	5021	0.0811299329122331	-0.472002987944444
SYK	6850	0.0811447766546026	-0.571862289166667
SLED1	643036	0.0811952104768441	-1.71622718827778
		0.081200444068975	0.975300703944447
MICAL1	64780	0.0812127002258932	-0.822793650166666
		0.0812732490263891	0.585219471444444
CCDC154	645811	0.0814618406035203	-0.350435623222222
NCEH1	57552	0.0815346516732466	-1.15224140355556
CUX2	23316	0.0815346516732466	-0.430411891944445
GBP7	388646	0.0815366460053148	-0.569713740333334
		0.0815382911513712	-0.5051371365
OR2M5	127059	0.0816013996402345	0.350412583777779
		0.0816070138681035	0.336084236611109
GARS	2617	0.0816248241047405	0.484101558611114
CAB39	51719	0.0816559847926371	-0.345142605722224
		0.0817055366821467	-0.405362926333332
CCDC130	81576	0.0818592493265577	-0.614082030666666
		0.0818646677166696	-0.524411949833334
		0.081869579166096	0.67509453888889
		0.0818961329800229	-0.742712044333333
		0.0818961329800229	-0.618331129611112
TMEM267	64417	0.0819515937493718	0.884692843722219
NUP98	4928	0.0819515937493718	0.422638244555555
SPIN3	169981	0.0819656251306383	-0.749899681055555
SORCS2	57537	0.0819770429573326	-0.521561119388887
ZDHHC3	51304	0.0819770429573326	-0.343935899611113
NSUN5P2///NSUN5P1///NSUN5	260294///155400///55695	0.0819770429573326	0.941051152999999
MIR98	407054	0.0820630910783254	0.501295749999999
CALML3	810	0.0821075458124483	-0.465737247666667
DPP4	1803	0.082113475977293	1.58327878455556
DNAL1	83544	0.0822179961441065	0.554121595111111
HLA-H///HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	3136///3107///3106///3105///3106///3105	0.082256439794266	-0.592683347222223
IKZF1	10320	0.0822617013334859	-0.583179676666665
		0.0822656344035506	0.873509339833333
SNORD6///TAF1D	692075///79101	0.0822813359750268	1.12491115744445
		0.0823009348978238	-1.03592858211111
RAI1	10743	0.0823555359106364	0.395337918000002
GCAT	23464	0.0823555359106364	0.541594222666668
CORO2A	7464	0.0823732447113892	-0.546469386555554
PMS2	5395	0.0823732447113892	0.544150299055557
OR11A1	26531	0.0823732447113892	0.363418226555555
		0.0823732447113892	0.36025300788889
		0.0823732447113892	-0.569440107444445
RNF31	55072	0.0823732447113892	-0.334658881666666
		0.0823953163826932	-0.691945011444444
COQ3	51805	0.0824041862966055	0.75837134288889
FAM218A	152756	0.0824660300028568	-0.502388102555556
RASSF1	11186	0.0824660300028568	0.365097740111111
		0.0824660300028568	-0.411556288444445
TMEM248	55069	0.082482924260386	-0.650668946944444
SSBP1	6742	0.082482924260386	0.680988382166666
MAP1S	55201	0.0825769583272014	-0.407113736777777
NRBP1	29959	0.082625527454339	-0.33233898994445
ZNF781	163115	0.0827224863821025	0.351588704277777
RPS24	6229	0.0827224863821025	0.616848265111114
SLAMF7	57823	0.0828284637474075	-1.731373631
TRIM37	4591	0.08284022696363	0.510985587944442
ANKRD18A	253650	0.0828865238058583	0.906919473500001
TMEM63A	9725	0.0829164851442221	0.400332899388887
EHD4	30844	0.082961326696589	-1.01756392366666
LOC105377774	105377774	0.082961326696589	-0.700081140055556
		0.082961326696589	0.550948162555556
		0.0829815450030831	0.57548302777778
ZFAND1	79752	0.0829978934026829	0.672989569444447
TMEM25	84866	0.0830172869577652	0.386011333444444
		0.0830172869577652	1.09760615561111
		0.0830290232184401	-0.810810019
CCR2	729230	0.0830396249570622	-2.5895131845
ACYP2	98	0.0830531677769898	-0.649397779277776
MIA3	375056	0.08312291071518	-0.419452936833334
CD200R1L	344807	0.0831274154874692	-0.304895370111112
GRB7	2886	0.0831274154874692	-0.319459488277776
PHLPP1	23239	0.083141621310747	0.267277651666666
PUM2	23369	0.083141621310747	0.283268763777777
		0.0831472090870926	-0.624867745666667
MS4A1	931	0.0832297454520811	1.20316052366667
		0.0832333589189573	-0.856253208777778
CFAP70	118491	0.0832333589189573	0.447090416111112
		0.0832333589189573	-0.837415824666666
EIF3M	10480	0.0832450154344857	0.399984210111109
CTC1	80169	0.0832472238593512	0.520119749333332
RPS23	6228	0.0832621081362562	0.731647683833334
		0.0833606790415438	-0.667613052333332
NRTN///NRTN	4902///4902	0.0834301224950196	-0.500405110722223
UTP15	84135	0.0834431245167237	0.682957168
		0.0834431245167237	1.19389921422222
		0.0834431245167237	0.490974070166667
		0.0834431245167237	-1.12960200388889
PSMD3	5709	0.0834815483737347	0.343004071777777
TMEM70	54968	0.0834893524678786	-0.411396920444447
TTC39C	125488	0.0834950623234423	-0.766334407888889
UBE2D3	7323	0.0834950623234423	-0.965954680888891
KCNK13	56659	0.0835095413314083	-0.563402601833332
SERINC3	10955	0.0835656440715779	-0.407901526888892
CDK5RAP1	51654	0.0835815707802156	-0.310468506444442
CELA1	1990	0.0835815707802156	-0.413708015055557
		0.0835815707802156	-0.476674387111109
OR4N5	390437	0.0836227185791557	0.369855175333333
IGKC	3514	0.0836240265224426	0.799672382055555
